Freq.,V(n003)
1.09E+04,"(-4.61581151426448e+01dB,-1.46781111312094e+02°)"
1.10E+04,"(-4.61922867934408e+01dB,-1.46842257084905e+02°)"
1.10E+04,"(-4.62264774491057e+01dB,-1.46903342389976e+02°)"
1.10E+04,"(-4.62606870729633e+01dB,-1.46964367027746e+02°)"
1.10E+04,"(-4.62949156282431e+01dB,-1.47025330799850e+02°)"
1.11E+04,"(-4.63291630780813e+01dB,-1.47086233509118e+02°)"
1.11E+04,"(-4.63634293855220e+01dB,-1.47147074959579e+02°)"
1.11E+04,"(-4.63977145135184e+01dB,-1.47207854956462e+02°)"
1.11E+04,"(-4.64320184249337e+01dB,-1.47268573306195e+02°)"
1.12E+04,"(-4.64663410825424e+01dB,-1.47329229816409e+02°)"
1.12E+04,"(-4.65006824490316e+01dB,-1.47389824295937e+02°)"
1.12E+04,"(-4.65350424870018e+01dB,-1.47450356554817e+02°)"
1.12E+04,"(-4.65694211589684e+01dB,-1.47510826404290e+02°)"
1.13E+04,"(-4.66038184273625e+01dB,-1.47571233656804e+02°)"
1.13E+04,"(-4.66382342545322e+01dB,-1.47631578126012e+02°)"
1.13E+04,"(-4.66726686027437e+01dB,-1.47691859626778e+02°)"
1.14E+04,"(-4.67071214341825e+01dB,-1.47752077975171e+02°)"
1.14E+04,"(-4.67415927109544e+01dB,-1.47812232988469e+02°)"
1.14E+04,"(-4.67760823950869e+01dB,-1.47872324485162e+02°)"
1.14E+04,"(-4.68105904485298e+01dB,-1.47932352284948e+02°)"
1.15E+04,"(-4.68451168331568e+01dB,-1.47992316208736e+02°)"
1.15E+04,"(-4.68796615107665e+01dB,-1.48052216078649e+02°)"
1.15E+04,"(-4.69142244430835e+01dB,-1.48112051718018e+02°)"
1.15E+04,"(-4.69488055917595e+01dB,-1.48171822951390e+02°)"
1.16E+04,"(-4.69834049183742e+01dB,-1.48231529604521e+02°)"
1.16E+04,"(-4.70180223844371e+01dB,-1.48291171504383e+02°)"
1.16E+04,"(-4.70526579513877e+01dB,-1.48350748479160e+02°)"
1.16E+04,"(-4.70873115805974e+01dB,-1.48410260358249e+02°)"
1.17E+04,"(-4.71219832333699e+01dB,-1.48469706972261e+02°)"
1.17E+04,"(-4.71566728709431e+01dB,-1.48529088153023e+02°)"
1.17E+04,"(-4.71913804544895e+01dB,-1.48588403733571e+02°)"
1.17E+04,"(-4.72261059451176e+01dB,-1.48647653548160e+02°)"
1.18E+04,"(-4.72608493038731e+01dB,-1.48706837432256e+02°)"
1.18E+04,"(-4.72956104917399e+01dB,-1.48765955222539e+02°)"
1.18E+04,"(-4.73303894696409e+01dB,-1.48825006756904e+02°)"
1.19E+04,"(-4.73651861984396e+01dB,-1.48883991874458e+02°)"
1.19E+04,"(-4.74000006389411e+01dB,-1.48942910415522e+02°)"
1.19E+04,"(-4.74348327518926e+01dB,-1.49001762221631e+02°)"
1.19E+04,"(-4.74696824979854e+01dB,-1.49060547135532e+02°)"
1.20E+04,"(-4.75045498378551e+01dB,-1.49119265001184e+02°)"
1.20E+04,"(-4.75394347320834e+01dB,-1.49177915663758e+02°)"
1.20E+04,"(-4.75743371411986e+01dB,-1.49236498969638e+02°)"
1.21E+04,"(-4.76092570256772e+01dB,-1.49295014766417e+02°)"
1.21E+04,"(-4.76441943459446e+01dB,-1.49353462902902e+02°)"
1.21E+04,"(-4.76791490623761e+01dB,-1.49411843229106e+02°)"
1.21E+04,"(-4.77141211352983e+01dB,-1.49470155596255e+02°)"
1.22E+04,"(-4.77491105249902e+01dB,-1.49528399856780e+02°)"
1.22E+04,"(-4.77841171916836e+01dB,-1.49586575864324e+02°)"
1.22E+04,"(-4.78191410955650e+01dB,-1.49644683473734e+02°)"
1.22E+04,"(-4.78541821967760e+01dB,-1.49702722541066e+02°)"
1.23E+04,"(-4.78892404554148e+01dB,-1.49760692923581e+02°)"
1.23E+04,"(-4.79243158315370e+01dB,-1.49818594479744e+02°)"
1.23E+04,"(-4.79594082851567e+01dB,-1.49876427069223e+02°)"
1.24E+04,"(-4.79945177762475e+01dB,-1.49934190552893e+02°)"
1.24E+04,"(-4.80296442647436e+01dB,-1.49991884792826e+02°)"
1.24E+04,"(-4.80647877105408e+01dB,-1.50049509652297e+02°)"
1.24E+04,"(-4.80999480734976e+01dB,-1.50107064995782e+02°)"
1.25E+04,"(-4.81351253134361e+01dB,-1.50164550688954e+02°)"
1.25E+04,"(-4.81703193901432e+01dB,-1.50221966598684e+02°)"
1.25E+04,"(-4.82055302633712e+01dB,-1.50279312593038e+02°)"
1.26E+04,"(-4.82407578928394e+01dB,-1.50336588541280e+02°)"
1.26E+04,"(-4.82760022382349e+01dB,-1.50393794313864e+02°)"
1.26E+04,"(-4.83112632592131e+01dB,-1.50450929782440e+02°)"
1.26E+04,"(-4.83465409153997e+01dB,-1.50507994819847e+02°)"
1.27E+04,"(-4.83818351663906e+01dB,-1.50564989300112e+02°)"
1.27E+04,"(-4.84171459717540e+01dB,-1.50621913098454e+02°)"
1.27E+04,"(-4.84524732910302e+01dB,-1.50678766091277e+02°)"
1.28E+04,"(-4.84878170837338e+01dB,-1.50735548156167e+02°)"
1.28E+04,"(-4.85231773093537e+01dB,-1.50792259171900e+02°)"
1.28E+04,"(-4.85585539273547e+01dB,-1.50848899018427e+02°)"
1.29E+04,"(-4.85939468971781e+01dB,-1.50905467576885e+02°)"
1.29E+04,"(-4.86293561782430e+01dB,-1.50961964729586e+02°)"
1.29E+04,"(-4.86647817299469e+01dB,-1.51018390360021e+02°)"
1.29E+04,"(-4.87002235116671e+01dB,-1.51074744352855e+02°)"
1.30E+04,"(-4.87356814827613e+01dB,-1.51131026593928e+02°)"
1.30E+04,"(-4.87711556025686e+01dB,-1.51187236970248e+02°)"
1.30E+04,"(-4.88066458304107e+01dB,-1.51243375369998e+02°)"
1.31E+04,"(-4.88421521255925e+01dB,-1.51299441682524e+02°)"
1.31E+04,"(-4.88776744474034e+01dB,-1.51355435798340e+02°)"
1.31E+04,"(-4.89132127551181e+01dB,-1.51411357609125e+02°)"
1.32E+04,"(-4.89487670079972e+01dB,-1.51467207007718e+02°)"
1.32E+04,"(-4.89843371652888e+01dB,-1.51522983888119e+02°)"
1.32E+04,"(-4.90199231862288e+01dB,-1.51578688145486e+02°)"
1.32E+04,"(-4.90555250300423e+01dB,-1.51634319676132e+02°)"
1.33E+04,"(-4.90911426559441e+01dB,-1.51689878377524e+02°)"
1.33E+04,"(-4.91267760231399e+01dB,-1.51745364148280e+02°)"
1.33E+04,"(-4.91624250908271e+01dB,-1.51800776888169e+02°)"
1.34E+04,"(-4.91980898181959e+01dB,-1.51856116498105e+02°)"
1.34E+04,"(-4.92337701644298e+01dB,-1.51911382880147e+02°)"
1.34E+04,"(-4.92694660887069e+01dB,-1.51966575937499e+02°)"
1.35E+04,"(-4.93051775502004e+01dB,-1.52021695574503e+02°)"
1.35E+04,"(-4.93409045080801e+01dB,-1.52076741696638e+02°)"
1.35E+04,"(-4.93766469215125e+01dB,-1.52131714210521e+02°)"
1.36E+04,"(-4.94124047496623e+01dB,-1.52186613023900e+02°)"
1.36E+04,"(-4.94481779516929e+01dB,-1.52241438045654e+02°)"
1.36E+04,"(-4.94839664867676e+01dB,-1.52296189185793e+02°)"
1.36E+04,"(-4.95197703140501e+01dB,-1.52350866355447e+02°)"
1.37E+04,"(-4.95555893927056e+01dB,-1.52405469466875e+02°)"
1.37E+04,"(-4.95914236819017e+01dB,-1.52459998433452e+02°)"
1.37E+04,"(-4.96272731408090e+01dB,-1.52514453169675e+02°)"
1.38E+04,"(-4.96631377286021e+01dB,-1.52568833591153e+02°)"
1.38E+04,"(-4.96990174044606e+01dB,-1.52623139614609e+02°)"
1.38E+04,"(-4.97349121275695e+01dB,-1.52677371157876e+02°)"
1.39E+04,"(-4.97708218571207e+01dB,-1.52731528139895e+02°)"
1.39E+04,"(-4.98067465523129e+01dB,-1.52785610480712e+02°)"
1.39E+04,"(-4.98426861723535e+01dB,-1.52839618101473e+02°)"
1.40E+04,"(-4.98786406764586e+01dB,-1.52893550924425e+02°)"
1.40E+04,"(-4.99146100238539e+01dB,-1.52947408872911e+02°)"
1.40E+04,"(-4.99505941737761e+01dB,-1.53001191871366e+02°)"
1.41E+04,"(-4.99865930854731e+01dB,-1.53054899845317e+02°)"
1.41E+04,"(-5.00226067182049e+01dB,-1.53108532721380e+02°)"
1.41E+04,"(-5.00586350312446e+01dB,-1.53162090427253e+02°)"
1.42E+04,"(-5.00946779838790e+01dB,-1.53215572891720e+02°)"
1.42E+04,"(-5.01307355354098e+01dB,-1.53268980044639e+02°)"
1.42E+04,"(-5.01668076451535e+01dB,-1.53322311816949e+02°)"
1.43E+04,"(-5.02028942724431e+01dB,-1.53375568140658e+02°)"
1.43E+04,"(-5.02389953766283e+01dB,-1.53428748948848e+02°)"
1.43E+04,"(-5.02751109170767e+01dB,-1.53481854175665e+02°)"
1.44E+04,"(-5.03112408531741e+01dB,-1.53534883756320e+02°)"
1.44E+04,"(-5.03473851443254e+01dB,-1.53587837627085e+02°)"
1.44E+04,"(-5.03835437499556e+01dB,-1.53640715725291e+02°)"
1.45E+04,"(-5.04197166295103e+01dB,-1.53693517989321e+02°)"
1.45E+04,"(-5.04559037424566e+01dB,-1.53746244358612e+02°)"
1.45E+04,"(-5.04921050482835e+01dB,-1.53798894773648e+02°)"
1.46E+04,"(-5.05283205065030e+01dB,-1.53851469175959e+02°)"
1.46E+04,"(-5.05645500766509e+01dB,-1.53903967508116e+02°)"
1.46E+04,"(-5.06007937182869e+01dB,-1.53956389713731e+02°)"
1.47E+04,"(-5.06370513909961e+01dB,-1.54008735737449e+02°)"
1.47E+04,"(-5.06733230543892e+01dB,-1.54061005524949e+02°)"
1.47E+04,"(-5.07096086681032e+01dB,-1.54113199022938e+02°)"
1.48E+04,"(-5.07459081918026e+01dB,-1.54165316179149e+02°)"
1.48E+04,"(-5.07822215851794e+01dB,-1.54217356942337e+02°)"
1.48E+04,"(-5.08185488079544e+01dB,-1.54269321262278e+02°)"
1.49E+04,"(-5.08548898198774e+01dB,-1.54321209089761e+02°)"
1.49E+04,"(-5.08912445807282e+01dB,-1.54373020376589e+02°)"
1.49E+04,"(-5.09276130503173e+01dB,-1.54424755075574e+02°)"
1.50E+04,"(-5.09639951884863e+01dB,-1.54476413140532e+02°)"
1.50E+04,"(-5.10003909551086e+01dB,-1.54527994526282e+02°)"
1.50E+04,"(-5.10368003100906e+01dB,-1.54579499188644e+02°)"
1.51E+04,"(-5.10732232133714e+01dB,-1.54630927084429e+02°)"
1.51E+04,"(-5.11096596249244e+01dB,-1.54682278171443e+02°)"
1.51E+04,"(-5.11461095047574e+01dB,-1.54733552408479e+02°)"
1.52E+04,"(-5.11825728129132e+01dB,-1.54784749755315e+02°)"
1.52E+04,"(-5.12190495094708e+01dB,-1.54835870172711e+02°)"
1.52E+04,"(-5.12555395545452e+01dB,-1.54886913622402e+02°)"
1.53E+04,"(-5.12920429082887e+01dB,-1.54937880067102e+02°)"
1.53E+04,"(-5.13285595308914e+01dB,-1.54988769470491e+02°)"
1.53E+04,"(-5.13650893825814e+01dB,-1.55039581797218e+02°)"
1.54E+04,"(-5.14016324236259e+01dB,-1.55090317012897e+02°)"
1.54E+04,"(-5.14381886143316e+01dB,-1.55140975084100e+02°)"
1.55E+04,"(-5.14747579150454e+01dB,-1.55191555978355e+02°)"
1.55E+04,"(-5.15113402861548e+01dB,-1.55242059664144e+02°)"
1.55E+04,"(-5.15479356880887e+01dB,-1.55292486110898e+02°)"
1.56E+04,"(-5.15845440813177e+01dB,-1.55342835288992e+02°)"
1.56E+04,"(-5.16211654263551e+01dB,-1.55393107169745e+02°)"
1.56E+04,"(-5.16577996837573e+01dB,-1.55443301725412e+02°)"
1.57E+04,"(-5.16944468141241e+01dB,-1.55493418929184e+02°)"
1.57E+04,"(-5.17311067780996e+01dB,-1.55543458755181e+02°)"
1.57E+04,"(-5.17677795363728e+01dB,-1.55593421178452e+02°)"
1.58E+04,"(-5.18044650496777e+01dB,-1.55643306174968e+02°)"
1.58E+04,"(-5.18411632787945e+01dB,-1.55693113721621e+02°)"
1.58E+04,"(-5.18778741845496e+01dB,-1.55742843796216e+02°)"
1.59E+04,"(-5.19145977278164e+01dB,-1.55792496377474e+02°)"
1.59E+04,"(-5.19513338695159e+01dB,-1.55842071445022e+02°)"
1.60E+04,"(-5.19880825706170e+01dB,-1.55891568979391e+02°)"
1.60E+04,"(-5.20248437921372e+01dB,-1.55940988962015e+02°)"
1.60E+04,"(-5.20616174951431e+01dB,-1.55990331375223e+02°)"
1.61E+04,"(-5.20984036407508e+01dB,-1.56039596202241e+02°)"
1.61E+04,"(-5.21352021901266e+01dB,-1.56088783427179e+02°)"
1.61E+04,"(-5.21720131044875e+01dB,-1.56137893035038e+02°)"
1.62E+04,"(-5.22088363451015e+01dB,-1.56186925011697e+02°)"
1.62E+04,"(-5.22456718732882e+01dB,-1.56235879343915e+02°)"
1.63E+04,"(-5.22825196504194e+01dB,-1.56284756019326e+02°)"
1.63E+04,"(-5.23193796379194e+01dB,-1.56333555026433e+02°)"
1.63E+04,"(-5.23562517972657e+01dB,-1.56382276354606e+02°)"
1.64E+04,"(-5.23931360899893e+01dB,-1.56430919994079e+02°)"
1.64E+04,"(-5.24300324776753e+01dB,-1.56479485935943e+02°)"
1.64E+04,"(-5.24669409219632e+01dB,-1.56527974172144e+02°)"
1.65E+04,"(-5.25038613845477e+01dB,-1.56576384695483e+02°)"
1.65E+04,"(-5.25407938271787e+01dB,-1.56624717499604e+02°)"
1.66E+04,"(-5.25777382116622e+01dB,-1.56672972578996e+02°)"
1.66E+04,"(-5.26146944998603e+01dB,-1.56721149928988e+02°)"
1.66E+04,"(-5.26516626536921e+01dB,-1.56769249545746e+02°)"
1.67E+04,"(-5.26886426351339e+01dB,-1.56817271426266e+02°)"
1.67E+04,"(-5.27256344062196e+01dB,-1.56865215568372e+02°)"
1.67E+04,"(-5.27626379290413e+01dB,-1.56913081970713e+02°)"
1.68E+04,"(-5.27996531657495e+01dB,-1.56960870632758e+02°)"
1.68E+04,"(-5.28366800785539e+01dB,-1.57008581554792e+02°)"
1.69E+04,"(-5.28737186297234e+01dB,-1.57056214737913e+02°)"
1.69E+04,"(-5.29107687815866e+01dB,-1.57103770184028e+02°)"
1.69E+04,"(-5.29478304965325e+01dB,-1.57151247895847e+02°)"
1.70E+04,"(-5.29849037370107e+01dB,-1.57198647876883e+02°)"
1.70E+04,"(-5.30219884655315e+01dB,-1.57245970131442e+02°)"
1.71E+04,"(-5.30590846446671e+01dB,-1.57293214664628e+02°)"
1.71E+04,"(-5.30961922370511e+01dB,-1.57340381482329e+02°)"
1.71E+04,"(-5.31333112053794e+01dB,-1.57387470591223e+02°)"
1.72E+04,"(-5.31704415124106e+01dB,-1.57434481998764e+02°)"
1.72E+04,"(-5.32075831209659e+01dB,-1.57481415713188e+02°)"
1.73E+04,"(-5.32447359939303e+01dB,-1.57528271743501e+02°)"
1.73E+04,"(-5.32819000942520e+01dB,-1.57575050099480e+02°)"
1.73E+04,"(-5.33190753849436e+01dB,-1.57621750791667e+02°)"
1.74E+04,"(-5.33562618290820e+01dB,-1.57668373831365e+02°)"
1.74E+04,"(-5.33934593898088e+01dB,-1.57714919230635e+02°)"
1.75E+04,"(-5.34306680303307e+01dB,-1.57761387002294e+02°)"
1.75E+04,"(-5.34678877139200e+01dB,-1.57807777159904e+02°)"
1.75E+04,"(-5.35051184039148e+01dB,-1.57854089717778e+02°)"
1.76E+04,"(-5.35423600637193e+01dB,-1.57900324690966e+02°)"
1.76E+04,"(-5.35796126568040e+01dB,-1.57946482095261e+02°)"
1.77E+04,"(-5.36168761467066e+01dB,-1.57992561947185e+02°)"
1.77E+04,"(-5.36541504970316e+01dB,-1.58038564263995e+02°)"
1.77E+04,"(-5.36914356714510e+01dB,-1.58084489063671e+02°)"
1.78E+04,"(-5.37287316337048e+01dB,-1.58130336364917e+02°)"
1.78E+04,"(-5.37660383476009e+01dB,-1.58176106187154e+02°)"
1.79E+04,"(-5.38033557770157e+01dB,-1.58221798550518e+02°)"
1.79E+04,"(-5.38406838858941e+01dB,-1.58267413475856e+02°)"
1.79E+04,"(-5.38780226382503e+01dB,-1.58312950984723e+02°)"
1.80E+04,"(-5.39153719981675e+01dB,-1.58358411099374e+02°)"
1.80E+04,"(-5.39527319297987e+01dB,-1.58403793842763e+02°)"
1.81E+04,"(-5.39901023973668e+01dB,-1.58449099238543e+02°)"
1.81E+04,"(-5.40274833651646e+01dB,-1.58494327311052e+02°)"
1.82E+04,"(-5.40648747975556e+01dB,-1.58539478085321e+02°)"
1.82E+04,"(-5.41022766589740e+01dB,-1.58584551587060e+02°)"
1.82E+04,"(-5.41396889139249e+01dB,-1.58629547842660e+02°)"
1.83E+04,"(-5.41771115269846e+01dB,-1.58674466879187e+02°)"
1.83E+04,"(-5.42145444628011e+01dB,-1.58719308724381e+02°)"
1.84E+04,"(-5.42519876860941e+01dB,-1.58764073406645e+02°)"
1.84E+04,"(-5.42894411616552e+01dB,-1.58808760955050e+02°)"
1.85E+04,"(-5.43269048543485e+01dB,-1.58853371399325e+02°)"
1.85E+04,"(-5.43643787291106e+01dB,-1.58897904769856e+02°)"
1.85E+04,"(-5.44018627509507e+01dB,-1.58942361097680e+02°)"
1.86E+04,"(-5.44393568849513e+01dB,-1.58986740414484e+02°)"
1.86E+04,"(-5.44768610962679e+01dB,-1.59031042752597e+02°)"
1.87E+04,"(-5.45143753501296e+01dB,-1.59075268144991e+02°)"
1.87E+04,"(-5.45518996118393e+01dB,-1.59119416625274e+02°)"
1.87E+04,"(-5.45894338467736e+01dB,-1.59163488227688e+02°)"
1.88E+04,"(-5.46269780203836e+01dB,-1.59207482987101e+02°)"
1.88E+04,"(-5.46645320981945e+01dB,-1.59251400939009e+02°)"
1.89E+04,"(-5.47020960458062e+01dB,-1.59295242119529e+02°)"
1.89E+04,"(-5.47396698288934e+01dB,-1.59339006565395e+02°)"
1.90E+04,"(-5.47772534132059e+01dB,-1.59382694313955e+02°)"
1.90E+04,"(-5.48148467645685e+01dB,-1.59426305403168e+02°)"
1.91E+04,"(-5.48524498488815e+01dB,-1.59469839871597e+02°)"
1.91E+04,"(-5.48900626321209e+01dB,-1.59513297758409e+02°)"
1.91E+04,"(-5.49276850803385e+01dB,-1.59556679103370e+02°)"
1.92E+04,"(-5.49653171596619e+01dB,-1.59599983946839e+02°)"
1.92E+04,"(-5.50029588362950e+01dB,-1.59643212329768e+02°)"
1.93E+04,"(-5.50406100765181e+01dB,-1.59686364293695e+02°)"
1.93E+04,"(-5.50782708466879e+01dB,-1.59729439880742e+02°)"
1.94E+04,"(-5.51159411132379e+01dB,-1.59772439133610e+02°)"
1.94E+04,"(-5.51536208426783e+01dB,-1.59815362095576e+02°)"
1.95E+04,"(-5.51913100015966e+01dB,-1.59858208810491e+02°)"
1.95E+04,"(-5.52290085566574e+01dB,-1.59900979322772e+02°)"
1.95E+04,"(-5.52667164746024e+01dB,-1.59943673677402e+02°)"
1.96E+04,"(-5.53044337222513e+01dB,-1.59986291919926e+02°)"
1.96E+04,"(-5.53421602665010e+01dB,-1.60028834096445e+02°)"
1.97E+04,"(-5.53798960743265e+01dB,-1.60071300253612e+02°)"
1.97E+04,"(-5.54176411127806e+01dB,-1.60113690438634e+02°)"
1.98E+04,"(-5.54553953489944e+01dB,-1.60156004699260e+02°)"
1.98E+04,"(-5.54931587501771e+01dB,-1.60198243083785e+02°)"
1.99E+04,"(-5.55309312836162e+01dB,-1.60240405641040e+02°)"
1.99E+04,"(-5.55687129166779e+01dB,-1.60282492420392e+02°)"
2.00E+04,"(-5.56065036168070e+01dB,-1.60324503471741e+02°)"
2.00E+04,"(-5.56443033515269e+01dB,-1.60366438845514e+02°)"
2.00E+04,"(-5.56821120884401e+01dB,-1.60408298592660e+02°)"
2.01E+04,"(-5.57199297952281e+01dB,-1.60450082764652e+02°)"
2.01E+04,"(-5.57577564396514e+01dB,-1.60491791413478e+02°)"
2.02E+04,"(-5.57955919895498e+01dB,-1.60533424591638e+02°)"
2.02E+04,"(-5.58334364128424e+01dB,-1.60574982352146e+02°)"
2.03E+04,"(-5.58712896775278e+01dB,-1.60616464748517e+02°)"
2.03E+04,"(-5.59091517516843e+01dB,-1.60657871834773e+02°)"
2.04E+04,"(-5.59470226034697e+01dB,-1.60699203665431e+02°)"
2.04E+04,"(-5.59849022011215e+01dB,-1.60740460295505e+02°)"
2.05E+04,"(-5.60227905129572e+01dB,-1.60781641780502e+02°)"
2.05E+04,"(-5.60606875073742e+01dB,-1.60822748176416e+02°)"
2.06E+04,"(-5.60985931528500e+01dB,-1.60863779539725e+02°)"
2.06E+04,"(-5.61365074179422e+01dB,-1.60904735927388e+02°)"
2.07E+04,"(-5.61744302712884e+01dB,-1.60945617396844e+02°)"
2.07E+04,"(-5.62123616816067e+01dB,-1.60986424006004e+02°)"
2.07E+04,"(-5.62503016176956e+01dB,-1.61027155813250e+02°)"
2.08E+04,"(-5.62882500484340e+01dB,-1.61067812877430e+02°)"
2.08E+04,"(-5.63262069427811e+01dB,-1.61108395257857e+02°)"
2.09E+04,"(-5.63641722697769e+01dB,-1.61148903014305e+02°)"
2.09E+04,"(-5.64021459985421e+01dB,-1.61189336207002e+02°)"
2.10E+04,"(-5.64401280982779e+01dB,-1.61229694896630e+02°)"
2.10E+04,"(-5.64781185382663e+01dB,-1.61269979144322e+02°)"
2.11E+04,"(-5.65161172878703e+01dB,-1.61310189011656e+02°)"
2.11E+04,"(-5.65541243165336e+01dB,-1.61350324560653e+02°)"
2.12E+04,"(-5.65921395937809e+01dB,-1.61390385853774e+02°)"
2.12E+04,"(-5.66301630892179e+01dB,-1.61430372953915e+02°)"
2.13E+04,"(-5.66681947725313e+01dB,-1.61470285924406e+02°)"
2.13E+04,"(-5.67062346134887e+01dB,-1.61510124829004e+02°)"
2.14E+04,"(-5.67442825819392e+01dB,-1.61549889731894e+02°)"
2.14E+04,"(-5.67823386478128e+01dB,-1.61589580697682e+02°)"
2.15E+04,"(-5.68204027811205e+01dB,-1.61629197791394e+02°)"
2.15E+04,"(-5.68584749519550e+01dB,-1.61668741078472e+02°)"
2.16E+04,"(-5.68965551304898e+01dB,-1.61708210624769e+02°)"
2.16E+04,"(-5.69346432869800e+01dB,-1.61747606496548e+02°)"
2.17E+04,"(-5.69727393917616e+01dB,-1.61786928760478e+02°)"
2.17E+04,"(-5.70108434152525e+01dB,-1.61826177483629e+02°)"
2.18E+04,"(-5.70489553279515e+01dB,-1.61865352733473e+02°)"
2.18E+04,"(-5.70870751004388e+01dB,-1.61904454577876e+02°)"
2.19E+04,"(-5.71252027033763e+01dB,-1.61943483085095e+02°)"
2.19E+04,"(-5.71633381075069e+01dB,-1.61982438323780e+02°)"
2.20E+04,"(-5.72014812836551e+01dB,-1.62021320362965e+02°)"
2.20E+04,"(-5.72396322027269e+01dB,-1.62060129272066e+02°)"
2.21E+04,"(-5.72777908357095e+01dB,-1.62098865120881e+02°)"
2.21E+04,"(-5.73159571536717e+01dB,-1.62137527979583e+02°)"
2.22E+04,"(-5.73541311277637e+01dB,-1.62176117918717e+02°)"
2.22E+04,"(-5.73923127292170e+01dB,-1.62214635009202e+02°)"
2.23E+04,"(-5.74305019293448e+01dB,-1.62253079322319e+02°)"
2.23E+04,"(-5.74686986995413e+01dB,-1.62291450929717e+02°)"
2.24E+04,"(-5.75069030112825e+01dB,-1.62329749903402e+02°)"
2.24E+04,"(-5.75451148361257e+01dB,-1.62367976315739e+02°)"
2.25E+04,"(-5.75833341457093e+01dB,-1.62406130239448e+02°)"
2.25E+04,"(-5.76215609117536e+01dB,-1.62444211747598e+02°)"
2.26E+04,"(-5.76597951060597e+01dB,-1.62482220913609e+02°)"
2.26E+04,"(-5.76980367005105e+01dB,-1.62520157811243e+02°)"
2.27E+04,"(-5.77362856670700e+01dB,-1.62558022514605e+02°)"
2.28E+04,"(-5.77745419777834e+01dB,-1.62595815098139e+02°)"
2.28E+04,"(-5.78128056047773e+01dB,-1.62633535636624e+02°)"
2.29E+04,"(-5.78510765202597e+01dB,-1.62671184205173e+02°)"
2.29E+04,"(-5.78893546965195e+01dB,-1.62708760879227e+02°)"
2.30E+04,"(-5.79276401059271e+01dB,-1.62746265734554e+02°)"
2.30E+04,"(-5.79659327209337e+01dB,-1.62783698847246e+02°)"
2.31E+04,"(-5.80042325140719e+01dB,-1.62821060293715e+02°)"
2.31E+04,"(-5.80425394579553e+01dB,-1.62858350150692e+02°)"
2.32E+04,"(-5.80808535252784e+01dB,-1.62895568495219e+02°)"
2.32E+04,"(-5.81191746888170e+01dB,-1.62932715404654e+02°)"
2.33E+04,"(-5.81575029214276e+01dB,-1.62969790956660e+02°)"
2.33E+04,"(-5.81958381960477e+01dB,-1.63006795229208e+02°)"
2.34E+04,"(-5.82341804856957e+01dB,-1.63043728300572e+02°)"
2.34E+04,"(-5.82725297634706e+01dB,-1.63080590249323e+02°)"
2.35E+04,"(-5.83108860025526e+01dB,-1.63117381154331e+02°)"
2.36E+04,"(-5.83492491762022e+01dB,-1.63154101094760e+02°)"
2.36E+04,"(-5.83876192577608e+01dB,-1.63190750150065e+02°)"
2.37E+04,"(-5.84259962206502e+01dB,-1.63227328399989e+02°)"
2.37E+04,"(-5.84643800383730e+01dB,-1.63263835924560e+02°)"
2.38E+04,"(-5.85027706845121e+01dB,-1.63300272804090e+02°)"
2.38E+04,"(-5.85411681327309e+01dB,-1.63336639119169e+02°)"
2.39E+04,"(-5.85795723567732e+01dB,-1.63372934950665e+02°)"
2.39E+04,"(-5.86179833304629e+01dB,-1.63409160379718e+02°)"
2.40E+04,"(-5.86564010277044e+01dB,-1.63445315487744e+02°)"
2.40E+04,"(-5.86948254224821e+01dB,-1.63481400356422e+02°)"
2.41E+04,"(-5.87332564888607e+01dB,-1.63517415067699e+02°)"
2.42E+04,"(-5.87716942009845e+01dB,-1.63553359703787e+02°)"
2.42E+04,"(-5.88101385330782e+01dB,-1.63589234347154e+02°)"
2.43E+04,"(-5.88485894594461e+01dB,-1.63625039080529e+02°)"
2.43E+04,"(-5.88870469544725e+01dB,-1.63660773986894e+02°)"
2.44E+04,"(-5.89255109926212e+01dB,-1.63696439149483e+02°)"
2.44E+04,"(-5.89639815484358e+01dB,-1.63732034651780e+02°)"
2.45E+04,"(-5.90024585965395e+01dB,-1.63767560577515e+02°)"
2.45E+04,"(-5.90409421116349e+01dB,-1.63803017010662e+02°)"
2.46E+04,"(-5.90794320685039e+01dB,-1.63838404035437e+02°)"
2.47E+04,"(-5.91179284420079e+01dB,-1.63873721736294e+02°)"
2.47E+04,"(-5.91564312070874e+01dB,-1.63908970197922e+02°)"
2.48E+04,"(-5.91949403387620e+01dB,-1.63944149505246e+02°)"
2.48E+04,"(-5.92334558121306e+01dB,-1.63979259743418e+02°)"
2.49E+04,"(-5.92719776023708e+01dB,-1.64014300997821e+02°)"
2.49E+04,"(-5.93105056847392e+01dB,-1.64049273354063e+02°)"
2.50E+04,"(-5.93490400345710e+01dB,-1.64084176897974e+02°)"
2.51E+04,"(-5.93875806272803e+01dB,-1.64119011715604e+02°)"
2.51E+04,"(-5.94261274383595e+01dB,-1.64153777893224e+02°)"
2.52E+04,"(-5.94646804433798e+01dB,-1.64188475517316e+02°)"
2.52E+04,"(-5.95032396179906e+01dB,-1.64223104674577e+02°)"
2.53E+04,"(-5.95418049379196e+01dB,-1.64257665451914e+02°)"
2.54E+04,"(-5.95803763789726e+01dB,-1.64292157936442e+02°)"
2.54E+04,"(-5.96189539170337e+01dB,-1.64326582215480e+02°)"
2.55E+04,"(-5.96575375280647e+01dB,-1.64360938376551e+02°)"
